"ID"  "date_added"  "date_ended"  "site"  "value"  "discount"  "sold"  "MerchantID"  "category"
"1228"  25153  2010-12-15  2010-12-16  "LivingSocial"  70  51  2217  18151  "Shows"
"1229"  28620  2010-12-30  2011-01-02  "Groupon"  75  60  1043  19989  "Pilates"
"1230"  8698784  2012-05-11  2012-05-17  "Groupon"  315  60  250  46481  "Life Skills Classes"
"1231"  788717  2011-09-23  2011-09-26  "LivingSocial"  48  50  3131  13858  "Shows"
"1232"  9643771  2012-06-30  2012-07-06  "Groupon"  78  50  800  23989  "Restaurants"
"1233"  857865  2011-09-07  2011-09-12  "Groupon"  120  51  567  77560  "Home Services"
"1234"  110314  2011-06-08  2011-06-15  "kgb deals"  325  63  2  62415  "Groceries"
"1235"  9277403  2012-06-11  2012-06-14  "CBS Local"  102  50  250  483031  "Golf"
"1236"  8704474  2012-05-11  2012-05-14  "LivingSocial"  90  51  1704  5209  "Outdoor Adventures"
"1237"  20063904  2013-05-23  2013-06-14  "LivingSocial"  150  50  999  779962  "Outdoor Adventures"
"1238"  14926520  2013-01-17  2013-01-24  "AmazonLocal"  50  50  773  253088  "Restaurants"
"1239"  305689  2011-08-22  2011-08-27  "Groupon"  200  51  313  16490  "Massage"
"1240"  218527  2011-08-02  2011-08-05  "Groupon"  200  75  619  15174  "Vision and Eye Care"
"1241"  85574  2011-05-06  2011-05-09  "LivingSocial"  4800  50  31  49706  "Vision and Eye Care"
"1242"  37607  2011-01-28  2011-01-31  "Groupon"  225  56  312  24980  "Waxing"
"1243"  8405  2010-08-24  2010-08-26  "Groupon"  70  50  882  8520  "Tours"
"1244"  270256  2011-08-16  2011-08-19  "Groupon"  85  65  1027  117970  "Yoga"
"1245"  18268017  2013-02-25  2013-03-03  "Groupon"  120  55  560  37031  "Restaurants"
"1246"  67468  2011-04-08  2011-04-11  "LivingSocial"  447  67  503  30951  "Life Skills Classes"
"1247"  39407  2011-02-03  2011-02-06  "Groupon"  278  64  310  26129  "Outdoor Adventures"
"1248"  486632  2011-09-05  2011-09-12  "kgb deals"  15  60  39  142224  "Restaurants"
"1249"  682153  2011-09-12  2011-09-16  "Groupon"  190  87  1224  9359  "Gym"
"1250"  9499428  2012-06-23  2012-06-27  "Groupon"  220  61  360  408764  "Automotive"
"1251"  18791676  2013-03-25  2013-03-31  "Groupon"  120.5  51  510  21794  "Restaurants"
"1252"  56332  2011-03-21  2011-03-23  "Groupon"  25  40  2039  35675  "Outdoor Adventures"
"1253"  43250  2011-02-14  2011-02-15  "LivingSocial"  200  53  774  15421  "Massage"
"1254"  11022675  2012-09-04  2012-09-14  "Groupon"  340  47  170  478637  "Travel"
"1255"  50645  2011-03-06  2011-03-08  "Groupon"  125  61  621  23616  "Life Skills Classes"
"1256"  27167  2010-12-22  2010-12-30  "Groupon"  70  50  869  8520  "Tours"
"1257"  68630  2011-04-11  2011-04-18  "kgb deals"  20  60  29  41663  "Restaurants"
"1258"  205355  2011-07-29  2011-08-01  "Groupon"  1500  55  45  100006  "Photography"
"1259"  820394  2011-09-27  2011-10-03  "Groupon"  50  50  1215  162773  "Restaurants"
"1260"  65722  2011-04-06  2011-04-08  "Groupon"  122  51  506  40122  "Automotive"
"1261"  7367660  2012-03-26  2012-03-30  "Groupon"  89  50  690  163823  "Restaurants"
"1262"  857835  2011-09-02  2011-09-07  "Groupon"  180  62  514  7578  "Yoga"
"1263"  11982530  2012-10-18  2012-12-10  "Signpost"  390  52  1  292952  "Massage"
"1264"  192441  2011-07-25  2011-07-27  "Groupon"  30  50  2020  33087  "Restaurants"
"1265"  67024  2011-04-08  2011-04-11  "Groupon"  30  50  2019  40829  "Restaurants"
"1266"  22242  2010-12-03  2010-12-10  "kgb deals"  25  56  21  16619  "Concerts"
"1267"  3245867  2012-01-12  2012-01-17  "Groupon"  95  50  720  253419  "Museums"
"1268"  7973276  2012-04-10  2012-04-16  "Groupon"  350  54  190  49576  "Facials"
"1269"  5099  2010-06-25  2010-06-27  "Groupon"  20  50  3019  6528  "Museums"
"1270"  758723  2011-09-20  2011-10-20  "kgb deals"  15  67  46  13833  "Restaurants"
"1271"  128449  2011-06-24  2011-06-27  "LivingSocial"  6600  56  25  72084  "Vision and Eye Care"
"1272"  1907983  2011-12-07  2011-12-13  "Groupon"  4000  90  67  15598  "Waxing"
"1273"  4002251  2012-02-17  2012-02-20  "Eversave"  30  30  614  282391  "Nail Care"
"1274"  49945  2011-03-04  2011-03-07  "HomeRun"  210  52  43  5748  "Automotive"
"1275"  14195256  2012-12-27  2013-01-03  "Groupon"  67  42  770  31429  "Skiing"
"1276"  180265  2011-07-20  2011-07-23  "Groupon"  50  50  1201  11466  "Restaurants"
"1277"  1868411  2011-12-05  2011-12-13  "Groupon"  160  50  380  17400  "Massage"
"1278"  11066708  2012-09-06  2012-09-11  "Groupon"  175  54  380  10093  "Fitness Classes"
"1279"  972203  2011-10-11  2011-10-14  "Eversave"  55  56  536  21943  "Nail Care"
"1280"  48120  2011-02-28  2011-03-02  "Groupon"  21  52  3000  31167  "Restaurants"
"1281"  92930  2011-05-18  2011-05-20  "Groupon"  25  52  2500  3973  "Outdoor Adventures"
"1282"  123717  2011-06-21  2011-06-24  "Groupon"  75  60  1000  69685  "Yoga"
"1283"  126536  2011-06-23  2011-06-25  "Groupon"  50  50  1200  30000  "Restaurants"
"1284"  857945  2011-09-20  2011-09-24  "Groupon"  80  50  1000  157300  "Restaurants"
"1285"  1845185  2011-12-02  2011-12-07  "Groupon"  75  60  1000  17410  "Restaurants"
"1286"  2079032  2011-12-18  2011-12-22  "Groupon"  60  50  1000  37031  "Restaurants"
"1287"  3717416  2012-02-07  2012-02-11  "Groupon"  83  51  750  162052  "Restaurants"
"1288"  7466269  2012-03-30  2012-04-04  "Groupon"  60  50  1000  37031  "Restaurants"
"1289"  8320181  2012-04-25  2012-04-29  "Groupon"  60  50  1000  35674  "Restaurants"
"1290"  8297986  2012-04-24  2012-04-30  "Groupon"  60  50  1000  37595  "Outdoor Adventures"
"1291"  8788531  2012-05-15  2012-05-20  "Groupon"  60  50  1000  104477  "Restaurants"
"1292"  10606040  2012-08-09  2012-08-14  "Groupon"  60  58  1000  37031  "Restaurants"
"1293"  10927545  2012-08-30  2012-09-04  "Groupon"  60  50  1000  160267  "Restaurants"
"1294"  11219642  2012-09-13  2012-09-19  "Groupon"  60  50  1000  104477  "Restaurants"
"1295"  18477717  2013-02-25  2013-03-03  "Groupon"  60  55  1000  37031  "Restaurants"
"1296"  1249406  2011-10-20  2011-10-27  "Groupon"  600  50  131  43439  "Skin Care"
"1297"  9548571  2012-06-15  2012-06-23  "Groupon"  1299  80  100  15598  "Skin Care"
"1298"  1855196  2011-12-03  2011-12-08  "Groupon"  120  59  610  6573  "Massage"
"1299"  1523917  2011-11-04  2011-11-12  "Groupon"  1100  80  150  194039  "Waxing"
"1300"  9822874  2012-07-10  2012-07-17  "Groupon"  750  73  150  504977  "Nail Care"
"1301"  10606802  2012-08-14  2012-08-22  "Groupon"  750  73  150  528985  "Nail Care"
"1302"  1482339  2011-11-10  2011-11-16  "Groupon"  370  59  200  63362  "Spa"
"1303"  10859413  2012-08-20  2012-08-27  "Groupon"  560  87  200  187894  "Waxing"
"1304"  124814  2011-06-22  2011-06-24  "Eversave"  1000  90  129  8247  "Waxing"
"1305"  9106608  2012-05-18  2012-05-24  "Groupon"  600  63  150  250045  "Outdoor Adventures"
"1306"  402652  2011-08-28  2011-09-04  "Groupon"  205  76  606  11033  "Dance Classes"
"1307"  756385  2011-09-20  2011-09-26  "Groupon"  1000  85  199  49138  "Waxing"
"1308"  46849  2011-02-24  2011-02-26  "Groupon"  50  50  1186  30430  "Restaurants"
"1309"  180278  2011-07-20  2011-07-23  "Groupon"  150  63  539  15421  "Massage"
"1310"  48119  2011-02-28  2011-03-02  "Groupon"  25  52  2467  31166  "Restaurants"
"1311"  10233519  2012-07-23  2012-07-27  "Groupon"  148  40  400  11639  "Restaurants"
"1312"  1485026  2011-11-02  2011-11-10  "Groupon"  1380  78  110  37375  "Spa"
"1313"  68174  2011-04-11  2011-04-14  "Eversave"  30  50  845  41424  "Restaurants"
"1314"  69559  2011-04-13  2011-04-15  "Groupon"  40  50  1476  37386  "Restaurants"
"1315"  8446171  2012-05-01  2012-05-07  "CBS Local"  100  50  241  450019  "Dessert"
"1316"  9433852  2012-06-19  2012-06-22  "AmazonLocal"  109  55  374  79063  "Massage"
"1317"  3511749  2012-01-29  2012-02-02  "Groupon"  250  80  600  11033  "Dance Classes"
"1318"  163343  2011-07-14  2011-07-21  "kgb deals"  10  60  56  85776  "Groceries"
"1319"  8222434  2012-04-20  2012-04-25  "Groupon"  195  61  390  408764  "Automotive"
"1320"  8771  2010-08-29  2010-08-30  "Groupon"  30  50  1949  8754  "Restaurants"
"1321"  99406  2011-05-27  2011-05-30  "Groupon"  30  50  1948  56540  "Restaurants"
"1322"  19064271  2013-04-23  2013-04-27  "Eversave"  60  49  404  772799  "Golf"
"1323"  13996729  2012-12-21  2012-12-28  "Groupon"  71  50  810  498281  "Skiing"
"1324"  10030518  2012-07-18  2012-07-25  "LivingSocial"  50  50  2801  12271  "Restaurants"
"1325"  1216  2010-03-08  2010-03-09  "Groupon"  50  50  1161  4029  "Restaurants"
"1326"  322406  2011-08-24  2011-08-26  "Eversave"  40  50  622  28991  "Restaurants"
"1327"  485510  2011-09-05  2011-09-10  "Groupon"  215  54  293  41854  "Massage"
"1328"  1024233  2011-10-14  2011-10-18  "Groupon"  63  53  1000  176567  "Nail Care"
"1329"  4722317  2012-02-27  2012-03-03  "Groupon"  48  39  1000  5271  "Outdoor Adventures"
"1330"  8616682  2012-05-08  2012-05-13  "Groupon"  48  39  1000  5271  "Outdoor Adventures"
"1331"  10053046  2012-07-19  2012-07-25  "Groupon"  58  50  1000  131940  "Outdoor Adventures"
"1332"  10186027  2012-07-25  2012-07-31  "Groupon"  48  39  1000  5271  "Outdoor Adventures"
"1333"  10784994  2012-08-23  2012-08-29  "Groupon"  58  50  1000  131940  "Outdoor Adventures"
"1334"  11129716  2012-09-04  2012-09-09  "Groupon"  60  50  1000  257144  "Women's Clothing"
"1335"  11320879  2012-09-18  2012-09-24  "Groupon"  58  50  1000  146299  "Restaurants"
"1336"  887815  2011-10-02  2011-10-21  "kgb deals"  29  55  17  23992  "Restaurants"
"1337"  102605  2011-06-01  2011-06-08  "kgb deals"  6  60  92  45210  "Restaurants"
"1338"  857915  2011-09-16  2011-09-20  "Groupon"  600  59  100  26401  "Skin Care"
"1339"  3193  2010-05-12  2010-05-13  "LivingSocial"  112  55  1391  5209  "Tours"
"1340"  43876  2011-02-16  2011-02-18  "Groupon"  50  50  1155  28712  "Massage"
"1341"  9904253  2012-07-13  2012-07-19  "Groupon"  75  50  780  42767  "Outdoor Adventures"
"1342"  10587309  2012-08-13  2012-08-18  "Groupon"  78  50  740  23989  "Restaurants"
"1343"  3395421  2012-01-24  2012-01-28  "Groupon"  60  50  960  229808  "Massage"
"1344"  3802243  2012-02-04  2012-02-10  "Groupon"  1200  80  170  10871  "Waxing"
"1345"  668898  2011-09-10  2011-09-14  "Groupon"  159  53  383  29189  "Automotive"
"1346"  18542808  2013-03-07  2013-03-17  "LivingSocial"  119  59  1411  19989  "Yoga"
"1347"  201810  2011-07-28  2011-08-04  "kgb deals"  125  65  5  99264  "Tanning"
"1348"  210402  2011-07-30  2011-08-02  "Groupon"  110  50  521  58563  "Golf"
"1349"  7450370  2012-03-29  2012-04-07  "Travelzoo Local Deals"  947  68  217  354188  "Spa"
"1350"  3375426  2012-01-18  2012-01-23  "Groupon"  450  60  180  64519  "Home Services"
"1351"  11299210  2012-09-17  2012-09-22  "Groupon"  350  54  180  186532  "Automotive"
"1352"  12995799  2012-11-25  2012-12-01  "Groupon"  319  51  180  227470  "Outdoor Adventures"
"1353"  97743  2011-05-25  2011-05-27  "Groupon"  25  52  2381  55730  "Restaurants"
"1354"  93843  2011-05-19  2011-05-21  "Groupon"  60  50  952  37595  "Outdoor Adventures"
"1355"  12112645  2012-10-17  2012-10-24  "Groupon"  320  51  240  469823  "Travel"
"1356"  820395  2011-09-27  2011-10-01  "Groupon"  40  50  1426  7615  "Restaurants"
"1357"  46308  2011-02-22  2011-02-24  "Groupon"  40  62  1900  30134  "Comedy Clubs"
"1358"  820408  2011-09-27  2011-10-02  "Groupon"  60  50  950  161865  "Outdoor Adventures"
"1359"  10512090  2012-08-09  2012-08-14  "Groupon"  120  58  570  37031  "Restaurants"
"1360"  746188  2011-09-19  2011-09-23  "Groupon"  120  51  483  283046  "Life Skills Classes"
"1361"  189170  2011-07-23  2011-07-27  "Groupon"  399  63  191  52239  "Teeth Whitening"
"1362"  7973273  2012-04-10  2012-04-15  "Groupon"  159  50  360  432198  "Photography"
"1363"  1374378  2011-11-04  2011-11-12  "Groupon"  750  80  190  194039  "Waxing"
"1364"  9365741  2012-06-07  2012-06-11  "Groupon"  400  55  190  30483  "Facials"
"1365"  130634  2011-06-27  2011-07-04  "kgb deals"  16  62  36  73132  "Restaurants"
"1366"  174871  2011-07-18  2011-08-02  "kgb deals"  20  60  27  7897  "Restaurants"
"1367"  10588548  2012-08-13  2012-08-20  "AmazonLocal"  200  60  223  597678  "Travel"
"1368"  27554  2010-12-24  2010-12-29  "kgb deals"  10  50  43  19352  "Restaurants"
"1369"  1907981  2011-12-07  2011-12-13  "Groupon"  2800  90  94  15598  "Waxing"
"1370"  2653  2010-04-25  2010-04-26  "Groupon"  125  64  624  3359  "Golf"
"1371"  63908  2011-04-02  2011-04-05  "Groupon"  30  50  1872  39166  "Restaurants"
"1372"  5764132  2012-02-29  2012-03-04  "Groupon"  202  55  350  58817  "Restaurants"
"1373"  7847387  2012-03-30  2012-04-04  "Groupon"  120  50  560  37031  "Restaurants"
"1374"  8894782  2012-05-22  2012-05-26  "Groupon"  76  53  800  30832  "Restaurants"
"1375"  8927956  2012-05-24  2012-06-01  "Groupon"  8000  65  10  469524  "Dental"
"1376"  9801189  2012-07-09  2012-07-14  "Groupon"  48  41  1000  5565  "Outdoor Adventures"
"1377"  11838449  2012-10-12  2012-10-20  "Groupon"  900  56  70  160107  "Restaurants"
"1378"  18957678  2013-04-08  2013-04-15  "Groupon"  64  57  1000  63274  "Golf"
"1379"  11066707  2012-09-06  2012-09-14  "Groupon"  6000  53  10  7574  "Dental"
"1380"  13674254  2012-12-13  2012-12-21  "Groupon"  7900  65  10  197746  "Dental"
"1381"  93865  2011-05-19  2011-05-23  "Groupon"  250  76  474  16270  "Fitness Classes"
"1382"  1921581  2011-12-09  2011-12-17  "Groupon"  1576  62  47  139674  "Men's Clothing"
"1383"  37149  2011-01-27  2011-01-29  "Groupon"  125  56  508  24778  "Home Services"
"1384"  78920  2011-04-26  2011-04-27  "Groupon"  40  50  1397  40019  "Skin Care"
"1385"  17466  2010-11-11  2010-11-12  "Groupon"  95  78  1394  13994  "Skiing"
"1386"  66394  2011-04-07  2011-04-09  "Groupon"  70  50  796  40486  "Home Services"
"1387"  3555820  2012-01-31  2012-02-07  "Groupon"  900  77  140  24980  "Spa"
"1388"  294438  2011-08-20  2011-08-25  "Groupon"  80  57  819  123761  "Massage"
"1389"  9254462  2012-06-09  2012-06-14  "Groupon"  150  60  470  48671  "Automotive"
"1390"  110943  2011-06-09  2011-06-11  "Groupon"  555  82  280  62733  "Waxing"
"1391"  7168688  2012-03-11  2012-03-16  "Groupon"  185  53  280  90443  "Life Skills Classes"
"1392"  9735178  2012-06-27  2012-07-02  "Groupon"  240  50  280  6478  "Golf"
"1393"  641199  2011-09-07  2011-09-09  "LivingSocial"  105  50  1282  35200  "Shows"
"1394"  271762  2011-08-16  2011-08-17  "LivingSocial"  120  51  1129  118494  "Home Services"
"1395"  57366  2011-03-22  2011-03-25  "Groupon"  810  88  279  36066  "Facials"
"1396"  8301  2010-08-23  2010-08-24  "Groupon"  30  66  2762  8466  "Sports Tickets"
"1397"  14919095  2013-01-17  2013-01-20  "Crowd Seats"  91  28  6  452507  "Sports Tickets"
"1398"  2062558  2011-12-12  2011-12-17  "Groupon"  320  69  400  223097  "Yoga"
"1399"  48544  2011-03-01  2011-03-03  "Groupon"  80  51  706  6573  "Massage"
"1400"  55038  2011-03-17  2011-03-20  "Groupon"  15  53  3931  34943  "Restaurants"
"1401"  108206  2011-06-07  2011-06-09  "Groupon"  50  50  1100  727083  "Restaurants"
"1402"  857844  2011-09-02  2011-09-07  "Groupon"  130  51  466  38534  "Outdoor Adventures"
"1403"  1243471  2011-10-01  2011-10-05  "Groupon"  100  50  610  119652  "Massage"
"1404"  9011393  2012-05-30  2012-06-01  "Eversave"  40  37  470  48687  "Golf"
"1405"  6724293  2012-03-07  2012-03-10  "LivingSocial"  45  51  3000  73184  "Outdoor Adventures"
"1406"  63911  2011-04-02  2011-04-04  "Groupon"  220  84  783  39168  "Personal Trainer"
"1407"  9969397  2012-07-16  2012-07-22  "Groupon"  80  51  700  17400  "Massage"
"1408"  18271284  2013-02-25  2013-03-04  "LivingSocial"  300  50  441  37375  "Spa"
"1409"  8801230  2012-05-15  2012-05-29  "Signpost"  85  50  4  191985  "Massage"
"1410"  201055  2011-07-28  2011-08-01  "Groupon"  450  78  275  22592  "Waxing"
"1411"  6750  2010-07-28  2010-07-29  "Groupon"  75  60  907  5385  "Yoga"
"1412"  19027803  2013-04-17  2013-04-22  "Signpost"  339  51  1  6195  "Personal Trainer"
"1413"  13599037  2012-12-11  2012-12-18  "LivingSocial"  60  50  2172  497270  "Restaurants"
"1414"  91246  2011-05-16  2011-05-18  "Groupon"  125  60  541  52620  "Massage"
"1415"  80328  2011-04-28  2011-05-01  "Groupon"  35  51  1591  46968  "Life Skills Classes"
"1416"  1863277  2011-11-29  2011-12-04  "Groupon"  108  50  500  213298  "Outdoor Adventures"
"1417"  3445804  2012-01-26  2012-02-03  "Groupon"  7800  65  10  261468  "Dental"
"1418"  4032263  2012-02-19  2012-02-27  "Groupon"  6300  57  10  283391  "Dental"
"1419"  4764003  2012-02-29  2012-03-08  "Groupon"  5700  52  10  173916  "Dental"
"1420"  11196165  2012-09-09  2012-09-12  "Groupon"  195  71  540  20852  "Fitness Classes"
"1421"  19025018  2013-04-17  2013-05-01  "LivingSocial"  239  39  448  770741  "Outdoor Adventures"
"1422"  18903062  2013-04-02  2013-04-13  "LivingSocial"  85  40  1273  763926  "Shows"
"1423"  1910419  2011-12-08  2011-12-09  "Groupon"  70  50  770  129774  "Spa"
"1424"  18790502  2013-03-18  2013-03-25  "Groupon"  65  40  770  35675  "Outdoor Adventures"
"1425"  4083411  2012-02-15  2012-02-23  "Groupon"  4000  85  60  30136  "Waxing"
"1426"  8525457  2012-04-27  2012-05-04  "Groupon"  4000  90  60  15598  "Waxing"
"1427"  9351607  2012-06-01  2012-06-09  "Groupon"  1500  75  60  460794  "Waxing"
"1428"  115403  2011-06-14  2011-06-16  "Eversave"  15  53  1649  65116  "Restaurants"
"1429"  218531  2011-08-02  2011-08-05  "Groupon"  272  67  302  61789  "Home Services"
"1430"  20014990  2013-05-20  2013-05-26  "Groupon"  159.94  51  340  432198  "Outdoor Adventures"
"1431"  6137340  2012-02-28  2012-03-05  "Groupon"  1250  86  150  15032  "Waxing"
"1432"  58214  2011-03-23  2011-03-26  "Groupon"  190  50  282  16276  "Outdoor Adventures"
"1433"  186835  2011-07-22  2011-07-25  "Groupon"  20  50  2676  93433  "Dessert"
"1434"  249128  2011-08-10  2011-08-22  "kgb deals"  10  60  51  112415  "Restaurants"
"1435"  16559398  2013-01-31  2013-01-31  "Groupon"  240  51  300  257482  "Travel"
"1436"  218385  2011-08-02  2011-08-05  "Eversave"  70  58  394  214571  "Massage"
"1437"  40282  2011-02-06  2011-02-09  "Groupon"  20  50  2663  26662  "Restaurants"
"1438"  42102  2011-02-11  2011-02-14  "Groupon"  125  53  451  5210  "Massage"
"1439"  8330021  2012-04-25  2012-05-04  "Travelzoo Local Deals"  97  49  1231  244494  "Restaurants"
"1440"  1757  2010-03-24  2010-03-25  "Groupon"  45  44  1063  4358  "Golf"
"1441"  11712240  2012-10-06  2012-10-13  "Groupon"  120  31  320  189210  "Outdoor Adventures"
"1442"  53625  2011-03-14  2011-03-16  "Groupon"  288  66  268  34160  "Outdoor Adventures"
"1443"  1910420  2011-12-08  2011-12-13  "Groupon"  92  57  680  25799  "Restaurants"
"1444"  3332  2010-05-16  2010-05-17  "Groupon"  20  75  5299  5297  "Groceries"
"1445"  11594435  2012-10-01  2012-10-04  "LivingSocial"  35  54  3975  553515  "Life Skills Classes"
"1446"  117089  2011-06-15  2011-06-18  "Eversave"  40  50  566  66135  "Restaurants"
"1447"  126535  2011-06-23  2011-06-25  "Groupon"  40  45  1200  51012  "Outdoor Adventures"
"1448"  11442444  2012-09-24  2012-09-29  "Groupon"  216  62  330  58817  "Restaurants"
